popularity,budget,title,cast,director,keywords,genres,companies,score
2.053855,150000000,The Sorcerer's Apprentice,Nicolas Cage|Jay Baruchel|Monica Bellucci|Alfred Molina|Teresa Palmer,Jon Turteltaub,witch|fire|wolf|fountain|magic,Fantasy|Adventure|Action|Comedy|Drama,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Broken Road Productions|Junction Entertainment,5.8
2.033563,30000000,Letters to Juliet,Amanda Seyfried|Gael GarcÃ­a Bernal|Vanessa Redgrave|Christopher Egan|Marcia DeBonis,Gary Winick,italy|letter|romantic comedy|american abroad|boyfriend girlfriend,Comedy|Drama|Romance,Summit Entertainment|Applehead Pictures,6.5
1.923694,40000000,The Social Network,Jesse Eisenberg|Andrew Garfield|Justin Timberlake|Armie Hammer|Max Minghella,David Fincher,hacker|hacking|creator|social network|deposition,Drama,Columbia Pictures|Scott Rudin Productions|Relativity Media,7.1
1.906739,60000000,Scott Pilgrim vs. the World,Michael Cera|Mary Elizabeth Winstead|Kieran Culkin|Chris Evans|Anna Kendrick,Edgar Wright,whipping|hipster|underage girlfriend|animated flashback|character's point of view camera shot,Action|Adventure|Comedy,Universal Pictures|Marc Platt Productions,7.2
1.903671,100000000,Little Fockers,Robert De Niro|Ben Stiller|Owen Wilson|Dustin Hoffman|Barbra Streisand,Paul Weitz,nurse|cat|father-in-law|vomit|kids and family,Comedy|Romance,Paramount Pictures|Universal Pictures|Everyman Pictures|Relativity Media|Dreamworks Pictures,5.4
1.888263,40000000,Predators,Topher Grace|Alice Braga|Laurence Fishburne|Adrien Brody|Danny Trejo,NimrÃ³d Antal,hunter|predator|yakuza|hunting human beings|alien life-form,Action|Science Fiction|Adventure|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Dune Entertainment III|Troublemaker Studios,5.8
1.878018,95000000,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman|Brandon T. Jackson|Alexandra Daddario|Jake Abel|Sean Bean,Chris Columbus,monster|greek mythology|god|poseidon Â |lightning bolt,Adventure|Fantasy|Family,Ingenious Film Partners|1492 Pictures|Dune Entertainment|Fox 2000 Pictures|Sunswept Entertainment,6.0
1.874641,100000000,Unstoppable,Denzel Washington|Chris Pine|Rosario Dawson|Ethan Suplee|Kevin Corrigan,Tony Scott,runaway train,Action|Thriller,Twentieth Century Fox Film Corporation|Scott Free Productions|Firm Films|Prospect Park|Millbrook Farm Productions,6.2
1.820934,165000000,Shrek Forever After,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,Mike Mitchell,ogre|3d,Comedy|Adventure|Fantasy|Animation|Family,DreamWorks Animation,6.0
1.784073,25000000,Dear John,Amanda Seyfried|Channing Tatum|Henry Thomas|Richard Jenkins|Scott Porter,Lasse HallstrÃ¶m,based on novel|army|love|u.s. soldier|nicholas sparks,Drama|Romance|War,Screen Gems,6.5
1.730679,110000000,The A-Team,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,Joe Carnahan,war crimes|military court|military service|double crossed|aftercreditsstinger,Thriller|Action|Adventure|Comedy|Crime,20th Century Fox,6.2
1.720825,58000000,RED,Bruce Willis|John Malkovich|Helen Mirren|Mary-Louise Parker|Karl Urban,Robert Schwentke,cia|retirement|shot to death|sniper rifle|retired,Action|Adventure|Comedy|Crime|Thriller,DC Comics|Di Bonaventura Pictures|Summit Entertainment|DC Entertainment,6.5
1.71986,20000000,Machete,Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Lindsay Lohan,Robert Rodriguez|Ethan Maniquis,illegal immigration|immigration law|machete|politician|death of a child,Action|Comedy|Thriller,Dune Entertainment|Dune Entertainment III|Troublemaker Studios|Overnight Films,6.2
1.659355,80000000,Grown Ups,Adam Sandler|Salma Hayek|Maria Bello|Steve Buscemi|Maya Rudolph,Dennis Dugan,overweight|swing|foot|convertible|arrow,Comedy,Columbia Pictures|Happy Madison Productions|Relativity Media,6.1
1.624483,80000000,The Book of Eli,Denzel Washington|Gary Oldman|Michael Gambon|Mila Kunis|Jennifer Beals,Albert Hughes|Allen Hughes,book|post-apocalyptic|dystopia|faith|blind,Action|Thriller|Science Fiction,Alcon Entertainment|Silver Pictures,6.5
1.618371,55000000,Date Night,Steve Carell|Tina Fey|Mark Wahlberg|Taraji P. Henson|Jimmi Simpson,Shawn Levy,date|corruption|taxi|expensive restaurant|wife husband relationship,Comedy,Twentieth Century Fox Film Corporation|Dune Entertainment|21 Laps Entertainment,5.9
1.614028,37000000,The Town,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,Ben Affleck,money laundering|ambulance|boston|massachusetts|bank manager,Crime|Drama|Thriller,Legendary Pictures|GK Films|Thunder Road Pictures|Warner Bros.,6.9
1.57937,20000000,Remember Me,Robert Pattinson|Pierce Brosnan|Emilie de Ravin|Chris Cooper|Lena Olin,Allen Coulter,new york|father-son relationship|grieving|romantic drama|young adult,Drama|Romance,Summit Entertainment,6.8
1.546212,68000000,The Twilight Saga: Eclipse,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,David Slade,vampire|graduation|immortality|werewolf,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,5.9
1.540322,130000000,Megamind,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,Tom McGrath,saving the world|date|prison|secret identity|fish,Animation|Action|Comedy|Family|Science Fiction,DreamWorks Animation,6.6
1.538276,150000000,The Last Airbender,Noah Ringer|Nicola Peltz|Jackson Rathbone|Dev Patel|Shaun Toub,M. Night Shyamalan,fire|ice|war ship|prince|kingdom,Action|Adventure|Family|Fantasy,"Paramount Pictures|Nickelodeon Movies|Kennedy/Marshall Company, The|Industrial Light & Magic (ILM)|Blinding Edge Pictures",4.7
1.419224,100000000,The Other Guys,Will Ferrell|Mark Wahlberg|Eva Mendes|Samuel L. Jackson|Dwayne Johnson,Adam McKay,ceo|fire truck|starts with narration|shot in the shoulder|zip line,Action|Comedy|Crime,Columbia Pictures|Gary Sanchez Productions,6.1
1.402935,0,30 Days of Night: Dark Days,Kiele Sanchez|Mia Kirshner|Diora Baird|Rhys Coiro|Harold Perrineau,Ben Ketai,hero|vampire|supernatural|revenge|rivalry,Horror|Thriller,Ghost House Pictures,4.8
1.396973,1500000,Insidious,Patrick Wilson|Rose Byrne|Barbara Hershey|Leigh Whannell|Angus Sampson,James Wan,medium|evil spirit|house warming|aftercreditsstinger,Horror|Thriller,Alliance Films|IM Global|Stage 6 Films|Haunted Movies,6.7
1.386743,30000000,Step Up 3D,Rick Malambri|Adam G. Sevani|Joe Slaughter|Sharni Vinson|Alyson Stoner,Jon M. Chu,musical|duringcreditsstinger|3d,Drama|Romance,Summit Entertainment|Touchstone Pictures,6.5
1.385499,15000000,The King's Speech,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,Tom Hooper,great britain|radio|monarchy|radio transmission|royal family,Drama|History,The Weinstein Company|UK Film Council|Bedlam Productions|See-Saw Films|Aegis Film Fund,7.4
1.365279,30000000,Love & Other Drugs,Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Gabriel Macht,Edward Zwick,male nudity|female nudity|letter|love|viagra,Drama|Comedy|Romance,Bedford Falls Productions|Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Stuber Productions,6.5
1.36053,30000000,The Way Back,Colin Farrell|Dejan Angelov|DragoÈ™ Bucur|Ed Harris|Jim Sturgess,Peter Weir,escape|india|gulag|american|thug,Drama|Adventure|History,Polish Film Institute|Imagenation Abu Dhabi FZ|Exclusive Films|Monolith Films|On the Road,6.7
1.348633,32000000,Repo Men,Jude Law|Forest Whitaker|Alice Braga|Liev Schreiber|Carice van Houten,Miguel Sapochnik,dystopia|evil corporation|repo man|aftercreditsstinger,Action|Science Fiction|Thriller|Crime,Universal Pictures|Stuber Productions|Dentsu|Relativity Media,6.1
1.344701,7000000,Last Night,Keira Knightley|Sam Worthington|Eva Mendes|Guillaume Canet|Griffin Dunne,Massy Tadjedin,new york|infidelity|ex-girlfriend|loyalty|trip,Drama|Romance,Gaumont|Nick Wechsler Productions|Star Entertainment,6.1
1.325302,117000000,Knight and Day,Tom Cruise|Cameron Diaz|Peter Sarsgaard|Viola Davis|Jordi MollÃ ,James Mangold,spy|airport|gas station|garage|pilot,Action|Comedy,Tree Line Films|Twentieth Century Fox Film Corporation|Dune Entertainment|Regency Enterprises|Pink Machine,5.9
1.302132,3000000,Undisputed III: Redemption,Scott Adkins|Mykel Shannon Jenkins|Mark Ivanir|Hristo Shopov|Marko Zaror,Isaac Florentine,prison|showdown|shotgun|fight|prison cell,Action|Thriller,Nu Image Films|Undisputed 3 Productions,7.4
1.271623,60000000,Eat Pray Love,Julia Roberts|James Franco|Javier Bardem|Billy Crudup|Richard Jenkins,Ryan Murphy,indonesia|female protagonist|india|divorce|bali,Drama,Columbia Pictures|Red Om Films|Plan B Entertainment,5.7
1.271367,1000000,Blue Valentine,Ryan Gosling|Michelle Williams|Mike Vogel|John Doman|Faith Wladyka,Derek Cianfrance,dancing|nurse|depression|classroom|bridge,Drama|Romance,Hunting Lane Films|Silverwood Films|Incentive Filmed Entertainment|Chrysler Corporation|Shade Pictures,6.9
1.255298,40000000,The Bounty Hunter,Gerard Butler|Jennifer Aniston|Gio Perez|Siobhan Fallon|Joel Garland,Andy Tennant,bounty hunter|ex husband ex wife relationship,Action,Columbia Pictures|Original Film|Relativity Media|Madhouse Entertainment,5.5
1.2347,19000000,Leap Year,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,Anand Tucker,taxi|bar|wales|marriage proposal|airplane,Romance|Comedy,Universal Pictures|Spyglass Entertainment|Octagon Films|BenderSpink|Birnbaum/Barber,6.3
1.206958,100000000,Green Zone,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Jason Isaacs,Paul Greengrass,weapon of mass destruction|baghdad|iraqiÂ ,Action|Adventure|Drama|Thriller,Universal Pictures|StudioCanal|Dentsu|Relativity Media|Working Title Films,6.3
1.203837,112000000,Gulliver's Travels,Emily Blunt|Jason Segel|Jack Black|Amanda Peet|Chris O'Dowd,Rob Letterman,journalist|forbidden love|princess|royal court,Comedy,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Dune Entertainment III,5.0
1.202845,35000000,The Back-Up Plan,Jennifer Lopez|Alex O'Loughlin|Danneel Ackles|Eric Christian Olsen|Anthony Anderson,Alan Poul,kiss|sperm bank|romantic comedy|male female relationship|doctor,Comedy|Romance,Escape Artists|CBS Films,5.7
1.166631,44000000,Charlie St. Cloud,Zac Efron|Amanda Crew|Kim Basinger|Chris Massoglia|Dave Franco,Burr Steers,brother brother relationship|based on novel|sailing|ghost|young adult,Drama,Universal Pictures|Marc Platt Productions|Relativity Media,6.8
1.147365,19000000,The Switch,Jason Bateman|Jennifer Aniston|Jeff Goldblum|Juliette Lewis|Todd Louiso,Josh Gordon|Will Speck,alcohol|single parent|baby|restaurant|aquarium,Comedy|Romance|Drama,Mandate Pictures|Bona Fide Productions|Echo Films,5.8
1.14644,10000000,The Runaways,Dakota Fanning|Kristen Stewart|Michael Shannon|Riley Keough|Stella Maeve,Floria Sigismondi,women|1970s|publicity|iron|music,Drama|Music,River Road Entertainment|Road Rebel|Linson Entertainment,6.3
1.145806,52000000,Valentine's Day,Jessica Alba|Jessica Biel|Bradley Cooper|Eric Dane|Patrick Dempsey,Garry Marshall,flower|married couple|florist|kiss|single,Comedy|Romance,New Line Cinema|Karz Entertainment|Rice Films,5.6
1.138389,25000000,Don't Be Afraid of the Dark,Katie Holmes|Guy Pearce|Bailee Madison|Alan Dale|Jack Thompson,Troy Nixey,monster|remake|creature|bathtub|teeth,Fantasy|Horror|Thriller,Miramax Films|Gran Via Productions|FilmDistrict|Necropia|Tequila Gang,5.4
1.137934,0,Tinker Bell and the Great Fairy Rescue,Mae Whitman|Lauren Mote|Michael Sheen|Pamela Adlon|Lucy Liu,Bradley Raymond,london|flying|countryside|magic|fairy,Animation|Adventure|Family|Fantasy,DisneyToon Studios|Walt Disney Animation Studios|Prana Animation Studios,6.3
1.134397,20000000,Saw 3D,Tobin Bell|Costas Mandylor|Betsy Russell|Cary Elwes|Sean Patrick Flanery,Kevin Greutert,survivor|self help guru|stabbed in the mouth|tricycle|prosthetic arm,Horror|Crime,Lionsgate|Twisted Pictures|Serendipity Productions,5.8
1.125831,40000000,The Karate Kid,Jaden Smith|Jackie Chan|Taraji P. Henson|Yu Rong-Guang|Tess Liu,Harald Zwart,duringcreditsstinger,Action|Adventure|Drama|Family,Columbia Pictures|Jerry Weintraub Productions|China Film Group|Overbrook Entertainment,6.1
1.119731,65000000,Due Date,Zach Galifianakis|Robert Downey Jr.|Michelle Monaghan|Jamie Foxx|Juliette Lewis,Todd Phillips,highway|slacker|hitchhiker|wallet|sunglasses,Comedy|Drama,Legendary Pictures|Green Hat Films|Warner Bros.,6.2
1.111487,8000000,Wild Target,Bill Nighy|Emily Blunt|Rupert Grint|Rupert Everett|Eileen Atkins,Jonathan Lynn,london|mother|robbery|detective|assassin,Action|Comedy,Matador Pictures|Isle of Man Film|Magic Light Pictures|CinemaNX|Cinema Four,6.1
1.107689,52000000,From Paris with Love,John Travolta|Jonathan Rhys Meyers|Kasia Smutniak|Richard Durden|Bing Yin,Pierre Morel,paris|cia|undercover|explosive|pimp,Action|Crime|Thriller,ApipoulaÃ¯|M6 Films|Canal+|TPS Star|Grive Productions,6.1
1.107358,45000000,The Ghost Writer,Ewan McGregor|Pierce Brosnan|Jon Bernthal|Kim Cattrall|Tom Wilkinson,Roman Polanski,london|cia|war crimes|tony blair|author,Thriller|Mystery,Studio Babelsberg|Runteam Ltd.|R.P. Productions|France 2 CinÃ©ma,6.5
1.084894,8000000,It's Kind of a Funny Story,Keir Gilchrist|Emma Roberts|Zach Galifianakis|Viola Davis|ZoÃ« Kravitz,Anna Boden|Ryan Fleck,suicide|depression|independent film|coming of age|teen movie,Comedy|Drama,Focus Features,6.9
1.078211,30000000,The Next Three Days,Russell Crowe|Elizabeth Banks|Brian Dennehy|RZA|Moran Atias,Paul Haggis,evidence|passport|argument|county jail|fingerprints,Romance|Drama|Thriller|Crime,Lionsgate|FidÃ©litÃ© Films|Hwy61,6.8
1.074308,35000000,A Nightmare on Elm Street,Jackie Earle Haley|Katie Cassidy|Kyle Gallner|Kellan Lutz|Thomas Dekker,Samuel Bayer,freddy krueger|reboot,Horror|Mystery|Thriller,New Line Cinema|Platinum Dunes,5.5
1.065023,25000000,The Losers,Jeffrey Dean Morgan|Zoe Saldana|Chris Evans|Idris Elba|Columbus Short,Sylvain White,hospital|black ops|reference to macgyver|sucked into jet engine,Action|Adventure|Crime|Mystery|Thriller,DC Comics|Weed Road Pictures|Dark Castle Entertainment|Warner Bros.|DC Entertainment,6.2
1.054685,25000000,The Fighter,Mark Wahlberg|Christian Bale|Amy Adams|Melissa Leo|Mickey O'Keefe,David O. Russell,sport|irish american|documentary crew|lowell massachusetts|blue collar worker,Drama,Paramount Pictures,7.1
1.047978,40000000,Get Him to the Greek,Jonah Hill|Russell Brand|Rose Byrne|Colm Meaney|Sean Combs,Nicholas Stoller,aftercreditsstinger,Comedy,Universal Pictures|Spyglass Entertainment|Relativity Media|Apatow Productions,5.9
1.046994,0,Tucker and Dale vs Evil,Alan Tudyk|Tyler Labine|Katrina Bowden|Jesse Moss|Philip Granger,Eli Craig,cabin|chainsaw|hillbilly|body in chipper|cut off jeans,Comedy|Horror,Eden Rock Media,7.2
1.023117,47000000,Jonah Hex,Josh Brolin|John Malkovich|Megan Fox|Michael Fassbender|Will Arnett,Jimmy Hayward,gunslinger|dc comics|hell|facial scar|death,Action|Western|Drama|Fantasy|Thriller,Warner Bros.,4.4
1.010874,65000000,Arthur 3: la guerre des deux mondes,Mia Farrow|Robert Stanton|Penny Balfour|David Gasman|Antony Hickling,Luc Besson,,Animation|Adventure|Fantasy|Family,ApipoulaÃ¯|Avalanche Productions,5.3
1.009826,0,Stomp the Yard 2: Homecoming,Kiely Williams|Tika Sumpter|Stephen Boss|Collins Pennie|Columbus Short,Rob Hardy,dance|stomp,Drama|Music,Sony Pictures|Rainforest Films,5.4
1.008796,22000000,My Name Is Khan,Shah Rukh Khan|Kajol|Jimmy Shergill|Zarina Wahab|Tanay Chheda,Karan Johar,bollywood,Drama|Romance,Fox Searchlight Pictures|Red Chillies Entertainment|Foxstar,7.6
1.004446,20000000,Vampires Suck,Chris Riggi|Matt Lanter|Jenn Proske|Ken Jeong|Bradley Dodds,Jason Friedberg|Aaron Seltzer,vampire|high school|prom|spoof|horror spoof,Horror|Comedy,20th Century Fox|Regency Enterprises,4.3
1.003782,2000000,Inside Job,Matt Damon|William Ackman|Barack Obama|George W. Bush|Jonathan Alpert,Charles Ferguson,corruption|capitalism|globalization|bank|banker,Documentary,Sony Pictures Classics|Sony Pictures Home Entertainment,7.6
0.997641,75000000,Killers,Katherine Heigl|Ashton Kutcher|Tom Selleck|Catherine O'Hara|Alex Borstein,Robert Luketic,assassin,Action|Comedy|Thriller|Romance,Katalyst Films|Lionsgate|Aversano Films,5.7
0.992107,26000000,Legion,Paul Bettany|Dennis Quaid|Kevin Durand|Kate Walsh|Doug Jones,Scott Stewart,angel|faith|diner|apocalypse|demon,Horror,Bold Films,5.0
0.988366,0,13,Jason Statham|Alexander SkarsgÃ¥rd|Gaby Hoffmann|Emmanuelle Chriqui|Mickey Rourke,GÃ©la Babluani,remake|remake of french film,Drama|Thriller,Oceana Media Finance|Barbarian Films|Overnight Films|Cinedigm|Magnet Media Group,5.9
0.984762,100000000,Sex and the City 2,Sarah Jessica Parker|Kristin Davis|Cynthia Nixon|Kim Cattrall|Chris Noth,Michael Patrick King,,Comedy|Drama|Romance,New Line Cinema|Village Roadshow Pictures|Home Box Office (HBO)|HBO Films,5.5
0.982925,20000000,You Again,Kristen Bell|Sigourney Weaver|Betty White|Kristin Chenoweth|Odette Annable,Andy Fickman,brother sister relationship|marriage|bully|duringcreditsstinger,Comedy|Romance,Oops Doughnuts Productions|Touchstone Pictures|Frontier Pictures,6.0
0.981468,35000000,Nanny McPhee and the Big Bang,Emma Thompson|Ralph Fiennes|Maggie Gyllenhaal|Maggie Smith|Rhys Ifans,Susanna White,nanny|fantasy|children|aftercreditsstinger|duringcreditsstinger,Fantasy|Comedy,Universal Pictures|Three Strange Angels|Studio Canal|Relativity Media|Working Title Films,6.0
0.944055,36000000,Hot Tub Time Machine,John Cusack|Lizzy Caplan|Rob Corddry|Craig Robinson|Clark Duke,Steve Pink,female nudity|one-night stand|time travel|time machine|incest overtones,Science Fiction|Comedy|Adventure,United Artists|Metro-Goldwyn-Mayer (MGM)|New Crime Productions,5.9
0.932529,21800000,The Experiment,"Forest Whitaker|Cam Gigandet|Adrien Brody|Maggie Grace|Clifton Collins, Jr.",Paul Scheuring,experiment with human beings|psychological thriller|experiment gone wrong,Thriller|Drama,Tax Credit Finance|Stage 6 Films|Inferno Entertainment|Cinedigm|Magnet Media Productions,6.6
0.919635,20000000,Let Me In,Kodi Smit-McPhee|ChloÃ« Grace Moretz|Richard Jenkins|Elias Koteas|Sasha Barrese,Matt Reeves,vampire|child vampire|remake|bully|young boy,Drama|Horror|Mystery,Hammer Film Productions|EFTI|Exclusive Media Group|Overture Films,6.6
0.918093,14000000,Flipped,Madeline Carroll|Callan McAuliffe|Anthony Edwards|Aidan Quinn|Rebecca De Mornay,Rob Reiner,shyness|based on novel|unrequited love|neighbor|family relationships,Comedy|Drama|Romance,Castle Rock Entertainment,7.2
0.914278,80000000,Legend of the Guardians: The Owls of Ga'Hoole,Emily Barclay|Abbie Cornish|Essie Davis|Joel Edgerton|Deborra-Lee Furness,Zack Snyder,owl,Animation|Adventure|Family|Fantasy,Village Roadshow Pictures|Warner Bros.|Animal Logic|Cruel and Unusual Films,6.5
0.912689,32000000,Takers,Chris Brown|Hayden Christensen|Matt Dillon|Michael Ealy|Idris Elba,John Luessenhop,heist,Action|Crime|Drama|Thriller,Rainforest Films,6.1
0.912122,55000000,Burlesque,Cher|Christina Aguilera|Eric Dane|Cam Gigandet|Julianne Hough,Steve Antin,musical|los angeles|burlesque|burlesque dancer,Drama|Romance,Bedford Falls Productions,6.8
0.892356,15000000,The Company Men,Ben Affleck|Tommy Lee Jones|Chris Cooper|Kevin Costner|Maria Bello,John Wells,stock price|corporate|carpenter|job hunting,Drama,Spring Creek Productions|Battle Mountain Films,6.4
0.878529,32000000,Going the Distance,Drew Barrymore|Justin Long|Christina Applegate|Ron Livingston|Charlie Day,Nanette Burstein,male nudity|sex|san francisco|waitress|newspaper,Comedy|Drama|Romance,New Line Cinema|Offspring Entertainment,6.0
0.878074,24000000,Faster,Dwayne Johnson|Billy Bob Thornton|Maggie Grace|Carla Gugino|Tom Berenger,"George Tillman, Jr.",,Crime|Drama|Action|Thriller,Castle Rock Entertainment|TriStar Pictures|State Street Pictures|CBS Films,6.2
0.876654,20000000,La Rafle,Jean Reno|MÃ©lanie Laurent|Gad Elmaleh|RaphaÃ«lle AgoguÃ©|Sylvie Testud,Roselyne Bosch,woman director,Drama|History|War,Gaumont|EOS Entertainment|TF1 Films Production|FilmfÃ¶rderungsanstalt (FFA)|Canal+,7.3
0.875432,3000000,Paranormal Activity 2,Katie Featherston|David Bierend|Brian Boland|Molly Ephraim|Seth Ginsberg,Tod Williams,ouija board|haunting|demonic possession|found footage|duringcreditsstinger,Horror|Thriller,Paramount Pictures|Blumhouse Productions|Solana Films,5.7
